X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
93.727755,26.629933,train,2.2686494435577336E-4,40.47490025225782,0.46658112871214497
76.427384,10.302191,train,0.0031656597381851236,90.13378921680805,0.9998445722370588
91.320328,23.672888,train,1.7382152756711933E-4,34.16152410212441,0.38215054427253337
93.811951,25.773062,train,1.7861279432782645E-4,34.74357084259493,0.39029676694895243
73.72,17.03,train,9.151652933955411E-4,64.834817300731,0.9207492604130862
91.660004,26.15,train,1.1602291494111711E-4,26.538211441121945,0.27486688975178
76.424458,10.304457,train,0.003093238648810497,89.50262612433785,0.999810042980228
90.786566,25.98606,train,1.4131165623355011E-4,30.241551090816756,0.32392648905698407
93.977676,26.696484,train,2.535946561155434E-4,43.35093732906195,0.5046513429972292
94.368718,25.174323,train,1.6690009237250574E-4,33.47647555325088,0.3701899963470592
75.655721,12.922851,train,8.457934625304803E-4,63.69124657615588,0.9039579014653971
75.017516,13.478885,train,0.004316912227608912,94.26209477715462,0.99999359520262
77.577901,13.078948,train,5.348048415504351E-5,15.09931193086335,0.1376970132110471
94.042882,25.706306,train,1.8084343207181645E-4,35.14035279806314,0.39405262004585884
73.653727,16.072001,train,0.0013022787362717268,71.56699746139492,0.9728803858747253
77.466446,8.504928,train,0.0015467769200515386,76.85791427688272,0.986223525996957
77.584282,12.948781,train,6.558939521471066E-5,18.099061683044965,0.16614186238985196
73.521126,16.657125,train,0.0013696307815234655,73.22523643028646,0.9774962389641524
76.883507,10.357455,train,0.0010577142063826611,68.5041340674997,0.9466039965011582
76.986664,8.431111,train,0.00136469685551703,73.03837966568287,0.9771865532485505
77.013268,8.81566,train,0.0019233542245205841,80.3298713895953,0.9951460662810659
76.951248,10.295271,train,0.0010449767680055714,68.22258405518593,0.9446863106267309
94.358472,26.678877,train,2.967872876722272E-4,47.50830496507291,0.5605112517416921
91.633333,25.583333,train,3.5800429830830686E-4,51.15410006714934,0.6290629931718114
74.883333,12.866667,train,0.001978842500751989,81.31149132601189,0.9958376533896627
95.04,27.5,train,3.0596212454480915E-4,48.47811695364708,0.5715403759236934
77.262089,8.695128,train,0.0013239232149278662,72.0611017846417,0.9744586441072609
73.511873,16.651753,train,0.0012417681584422004,70.69949455546463,0.9679313096673162
80.374971,8.346565,train,5.990600596728567E-4,58.880806789312096,0.80976248368595
79.61611,22.88361,train,3.992398014260827E-5,11.377564710408995,0.10469883984314154
93.382529,26.655537,train,2.2548029582751327E-4,40.361490117427195,0.4645311787908042
74.25,16.67,test,2.52950162005985E-4,43.28362941216317,0.5037661869582275
94.316498,26.988503,test,2.1442890096643415E-4,39.197356011219675,0.4478848629028881
77.99778,30.345556,test,4.707652600712651E-6,0.10775895745979826,0.012956206168302842
