Predictor variable,Categorical,Sample average
bio1,false,222.8709677419355
bio12,false,2227.967741935484
bio14,false,0.8709677419354839
bio15,false,106.45161290322581
bio17,false,33.83870967741935
bio18,false,675.5483870967741
bio19,false,41.645161290322584
bio2,false,0.0
bio3,false,45.67741935483871
