X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
93.727755,26.629933,train,1.9632710720107925E-4,42.636180160301706,0.4909541923036913
76.427384,10.302191,train,0.0026547184112164913,92.41233155132727,0.9998916593785736
91.320328,23.672888,train,1.7777903455200325E-4,40.19416652485383,0.45742333270269264
93.811951,25.773062,train,1.531502707049594E-4,36.55928141149305,0.4094621204670025
73.72,17.03,train,9.883821019679188E-4,72.22606229964319,0.966603008464764
74.25,16.67,train,2.366818844734138E-4,46.54310704140695,0.5569210411731605
91.660004,26.15,train,1.1573792776449081E-4,30.307833564671608,0.3283723849217025
76.424458,10.304457,train,0.0026255717682493692,91.88281644160443,0.9998802360587437
90.786566,25.98606,train,1.495966609767805E-4,36.02531449029089,0.40220043581648424
93.977676,26.696484,train,2.2364859799245244E-4,45.28632019966418,0.5366083129967751
94.368718,25.174323,train,1.3967844360927663E-4,34.560243871507446,0.38145699972811864
75.655721,12.922851,train,8.480089305024776E-4,69.47603634579578,0.9458778392103235
75.017516,13.478885,train,0.004545515042972234,98.98672301093532,0.9999998375906203
77.577901,13.078948,train,6.115167858720067E-5,18.502665715786705,0.189671600859886
94.042882,25.706306,train,1.5538363857745766E-4,36.9775508032248,0.4139807260757187
73.653727,16.072001,train,0.0013206646132844992,78.551657930366,0.9893488865634238
77.466446,8.504928,train,9.682596146856014E-4,71.75289819183891,0.9642098752119502
94.316498,26.988503,train,2.357225951627345E-4,46.399159938842374,0.5554568067160639
77.584282,12.948781,train,7.292009833221447E-5,21.85437929829146,0.2218143636616633
73.521126,16.657125,train,0.00145763577118622,80.50055258950503,0.993350199256013
76.883507,10.357455,train,7.965971016170578E-4,68.31119742310193,0.9354098663596968
77.99778,30.345556,train,2.1359867620627534E-5,4.3502118631448825,0.07082840236789723
76.986664,8.431111,train,0.0010443967330824107,73.26207093394673,0.9724550914459941
76.951248,10.295271,train,7.553245081016774E-4,67.56241548632083,0.9255588945133819
94.358472,26.678877,train,2.38363104798567E-4,46.72558563294943,0.5594755891549508
91.633333,25.583333,train,3.651713275217187E-4,56.63171238131545,0.7151846279027017
74.883333,12.866667,train,0.001913900061236867,86.4389845616518,0.9986154410607175
73.511873,16.651753,train,0.0013211483438960378,78.56278015071692,0.9893665917556093
80.374971,8.346565,train,3.692887467611169E-4,56.80853793989079,0.7191894242461044
79.61611,22.88361,train,4.4896202252826024E-5,13.252506589086181,0.143078613906239
93.382529,26.655537,train,2.0409378482612873E-4,43.40042368357695,0.5043715808997085
77.013268,8.81566,test,0.0012496565684864398,78.04148911728824,0.9864026001374118
95.04,27.5,test,2.814167543430518E-4,51.84437086920223,0.6201054339400922
77.262089,8.695128,test,8.635272978433085E-4,69.69156084918347,0.9486906887567893
