Predictor variable,Categorical,Sample average
bio1,false,222.38709677419354
bio12,false,2355.4193548387098
bio14,false,0.0967741935483871
bio15,false,109.45161290322581
bio17,false,28.677419354838708
bio18,false,733.516129032258
bio19,false,35.774193548387096
bio2,false,0.0
bio3,false,46.483870967741936
