X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
76.427384,10.302191,train,0.0030089414663718485,91.20486447553749,0.999896681074909
91.320328,23.672888,train,1.592140651850058E-4,35.96441772178959,0.38468752100689096
93.811951,25.773062,train,1.4048107625803108E-4,33.09315627266029,0.3485058244015745
73.72,17.03,train,0.001051920282599693,69.55306807712255,0.9595829347530004
74.25,16.67,train,2.4905205499012176E-4,46.646175823288154,0.5321667776051023
76.424458,10.304457,train,0.002976665903928615,90.90377872825007,0.9998859923536689
90.786566,25.98606,train,1.298876473842808E-4,31.28845062221014,0.32711133297079475
93.977676,26.696484,train,2.0255181854634597E-4,41.46319080587732,0.460876830855257
75.655721,12.922851,train,9.26202914353349E-4,66.07499999081404,0.9406941731111835
75.017516,13.478885,train,0.004874538147002652,97.8845941457399,0.9999996509390751
77.577901,13.078948,train,6.68617879067041E-5,19.258359350195065,0.18448686721629493
94.042882,25.706306,train,1.4213301125018163E-4,33.355540990555546,0.3517802073433829
73.653727,16.072001,train,0.0014687693437530748,76.36160720402697,0.9886660291503387
77.466446,8.504928,train,0.0010619439457282122,69.87855768804705,0.9607999298582791
94.316498,26.988503,train,2.1132232870355502E-4,42.28349268476732,0.47510786565296426
77.584282,12.948781,train,8.01094145460525E-5,22.204998045517193,0.21678251033349705
73.521126,16.657125,train,0.0015704121742407934,77.87755009436215,0.991687339491667
77.99778,30.345556,train,1.874985318029993E-5,3.769790298785229,0.05558506551068898
76.986664,8.431111,train,0.0011551556045349175,72.31359359061979,0.9705005974167382
77.013268,8.81566,train,0.0013877447491455965,75.3840512064034,0.9854885097120425
76.951248,10.295271,train,8.18292474594296E-4,64.76748281751944,0.9175782454859656
94.358472,26.678877,train,2.1546843732338128E-4,42.63622433731859,0.48170396502284385
91.633333,25.583333,train,3.0730050684606044E-4,50.89990796323467,0.6083196827246058
74.883333,12.866667,train,0.0021466261443425874,84.39615989032593,0.9985663165677781
95.04,27.5,train,2.5528332380206386E-4,47.20323413136922,0.5409745599810485
77.262089,8.695128,train,9.544183866797847E-4,66.69533224146846,0.9455846410737921
73.511873,16.651753,train,0.0014268622302671004,75.64002413327309,0.9871206273666114
80.374971,8.346565,train,4.0627371943814704E-4,54.48723446414501,0.7103816779990411
79.61611,22.88361,train,4.2069214319310034E-5,11.993953463178219,0.12042545075444921
93.382529,26.655537,train,1.829835984460086E-4,39.25304827071244,0.42771915875556255
93.727755,26.629933,test,1.7628825114740442E-4,38.363445415733885,0.4159120372591776
91.660004,26.15,test,1.0289088887174045E-4,26.53589607802106,0.2693578853830757
94.368718,25.174323,test,1.291006152000406E-4,31.175012696542133,0.32549408457320606
76.883507,10.357455,test,8.808373107622431E-4,65.45660446604494,0.9318930704601395
