Predictor variable,Categorical,Sample average
bio1,false,220.8709677419355
bio12,false,2344.064516129032
bio14,false,0.8064516129032258
bio15,false,111.6774193548387
bio17,false,29.129032258064516
bio18,false,712.0967741935484
bio19,false,36.225806451612904
bio2,false,0.0
bio3,false,45.193548387096776
