Predictor variable,Categorical,Sample average
bio1,false,219.16129032258064
bio12,false,2293.8709677419356
bio14,false,0.8709677419354839
bio15,false,109.38709677419355
bio17,false,33.32258064516129
bio18,false,696.3870967741935
bio19,false,40.806451612903224
bio2,false,0.0
bio3,false,45.29032258064516
