X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
93.727755,26.629933,train,2.2253466843350978E-4,44.48482932049919,0.5308240419590752
76.427384,10.302191,train,0.00256950127937058,91.32334699842974,0.9998396491578408
91.320328,23.672888,train,1.820078725144531E-4,39.761036358698426,0.46149432546426317
93.811951,25.773062,train,1.757011466637658E-4,38.70416477701172,0.4498200407835071
73.72,17.03,train,8.524480000295448E-4,69.53106396276503,0.9449181107157179
74.25,16.67,train,2.4286710850506622E-4,46.575259992321826,0.5621689948491045
91.660004,26.15,train,1.2260158324218988E-4,30.994052455708655,0.3409351047112207
76.424458,10.304457,train,0.0025243954671531274,91.06636557247616,0.9998130658762778
93.977676,26.696484,train,2.5656769188977954E-4,48.35732674273833,0.582100406086866
94.368718,25.174323,train,1.6124335432332316E-4,36.76927580776525,0.4220933896800343
75.655721,12.922851,train,7.634967048459866E-4,67.85576793221354,0.9254612484462071
75.017516,13.478885,train,0.003709295532912065,95.83732303305965,0.9999966757415796
77.577901,13.078948,train,5.695261515842266E-5,17.46058261499898,0.17607825221292217
94.042882,25.706306,train,1.7682704917452728E-4,38.918989470292544,0.4519225836905102
73.653727,16.072001,train,0.0011593213647826328,76.30736961052338,0.9806008055548514
77.466446,8.504928,train,0.0012029066461461011,77.24999259484902,0.9832732315121373
94.316498,26.988503,train,2.576570833440107E-4,48.50518960891417,0.5836457394146969
77.584282,12.948781,train,6.864126895170204E-5,20.737316985962767,0.2081866009172213
73.521126,16.657125,train,0.001242876144915053,78.34964603175695,0.9853990675900763
76.883507,10.357455,train,8.817529223916416E-4,70.19898097351007,0.9501427845186308
77.99778,30.345556,train,1.7314117389461803E-5,2.3132543533121894,0.057180487032478355
77.013268,8.81566,train,0.0014976041474183107,81.63925375993819,0.993859982625596
76.951248,10.295271,train,8.632171575459587E-4,69.7971925108089,0.9468988748000616
94.358472,26.678877,train,2.8098442405783644E-4,51.11813986230404,0.6153988572470164
91.633333,25.583333,train,3.6072193035529014E-4,56.090167333579714,0.7067451223100503
95.04,27.5,train,3.2164745952302525E-4,54.39718016525561,0.6650694043371606
77.262089,8.695128,train,0.0010490900424284762,74.12647301286657,0.9717781341949223
73.511873,16.651753,train,0.0011318606256912839,75.97619009085267,0.9787019026850359
80.374971,8.346565,train,5.043462405334667E-4,61.512027030760656,0.8200612519661126
79.61611,22.88361,train,4.5102339093849194E-5,13.943745473307542,0.1421965508548072
93.382529,26.655537,train,2.2403128141236972E-4,44.634295370914714,0.5332058733766589
90.786566,25.98606,test,1.512616272276576E-4,35.30166746984844,0.402139583413189
76.986664,8.431111,test,0.0011401494759941475,76.0997773656856,0.9792938717407218
74.883333,12.866667,test,0.0017036111530059693,84.06241783679178,0.9969526996421448
