X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
93.727755,26.629933,train,2.499507196064597E-4,45.056603465361434,0.5475680127910523
76.427384,10.302191,train,0.003021527132932393,91.69825269272619,0.9999314260692858
91.320328,23.672888,train,2.1452405393506657E-4,40.70281645453642,0.49374034631330843
93.811951,25.773062,train,2.061180225169614E-4,39.577564108403784,0.480055102950671
73.72,17.03,train,6.925162533397047E-4,66.5461475960852,0.8889107243760485
74.25,16.67,train,2.7757979961229583E-4,48.51569653689616,0.585543633336854
91.660004,26.15,train,1.324810928156645E-4,29.073505560898145,0.34319974547527377
76.424458,10.304457,train,0.0029950300267063156,91.39613297450512,0.9999254112025973
90.786566,25.98606,train,1.5442353640133366E-4,31.731013088002147,0.3873741149816299
93.977676,26.696484,train,2.879661724112919E-4,49.83483204239332,0.5989802270415842
94.368718,25.174323,train,1.6848732414900493E-4,33.51976023229966,0.4141119749482055
75.655721,12.922851,train,6.244034483009694E-4,64.64428365338225,0.8621091145158482
77.577901,13.078948,train,3.83151769254154E-5,11.874641789286029,0.1144778126435585
94.042882,25.706306,train,1.9344890826594448E-4,37.734526403365436,0.45872732901060775
73.653727,16.072001,train,9.83243893218712E-4,72.16454459667399,0.955839654950397
77.466446,8.504928,train,0.001477631445994032,79.54468521310447,0.9908010656323625
94.316498,26.988503,train,2.7752955684489554E-4,48.5072832179499,0.585477553294907
73.521126,16.657125,train,0.0010178076604253487,72.83540611652285,0.9604267638087359
76.883507,10.357455,train,0.001024511922336967,73.34676415939873,0.9612597247152154
77.99778,30.345556,train,1.3471858445356968E-5,1.5870403927015475,0.04184671739445078
76.986664,8.431111,train,0.0015448726207782076,80.15032974440477,0.9925685210477424
77.013268,8.81566,train,0.0019109571234312498,85.00975175748847,0.9976741086965063
76.951248,10.295271,train,9.89902605632568E-4,72.33099005413806,0.9567629193081967
94.358472,26.678877,train,3.2226866220541405E-4,52.908961782307856,0.6403376717504627
74.883333,12.866667,train,0.001557643291610383,80.30625742089983,0.9928636437606935
95.04,27.5,train,3.3592784659057073E-4,54.032740955082645,0.6555931370028544
77.262089,8.695128,train,0.0012824133435384957,77.75021969306184,0.9829093148610561
73.511873,16.651753,train,9.319779162564948E-4,71.27432964210695,0.9480387045252128
80.374971,8.346565,train,4.920026264000929E-4,61.03931254919038,0.7901100567786413
79.61611,22.88361,train,3.5965268366243994E-5,10.97048063643415,0.10785024918341568
93.382529,26.655537,train,2.471634486922666E-4,44.704517711300674,0.5435488302200129
75.017516,13.478885,test,0.003062960908416831,92.00944151807863,0.9999398741982626
77.584282,12.948781,test,4.803834184021183E-5,14.090255236753546,0.14138127044665982
91.633333,25.583333,test,3.3941353996360437E-4,54.329217460556826,0.6593814405419718
