X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
93.727755,26.629933,train,2.221895696517063E-4,43.81758595169447,0.5178279544562718
76.427384,10.302191,train,0.0028576420831305377,91.61660729484208,0.9999157494307956
93.811951,25.773062,train,1.8356594567256988E-4,38.6985051015857,0.4526418289856694
74.25,16.67,train,2.701439832090307E-4,49.727369982255624,0.5880650816679913
91.660004,26.15,train,1.2085483467936034E-4,29.343486158644577,0.3275110830439538
76.424458,10.304457,train,0.0028163949782120923,91.33087406514753,0.9999035320651555
90.786566,25.98606,train,1.4186617371737522E-4,32.27583965183265,0.37233609248079014
93.977676,26.696484,train,2.566662114109482E-4,48.00615421557438,0.5694285602005162
94.368718,25.174323,train,1.642646911775093E-4,35.803852930377566,0.41683514680613465
75.655721,12.922851,train,7.236464318607337E-4,66.32475926126298,0.9070552966909613
75.017516,13.478885,train,0.0032992867140460673,92.88959941645516,0.9999802359582373
77.577901,13.078948,train,5.1431035761399345E-5,15.7638041931045,0.15536395734063968
73.653727,16.072001,train,0.001099170069786499,73.07463975827177,0.9729103807287862
77.466446,8.504928,train,0.0013975267941866755,79.52070523482949,0.9898280135843401
94.316498,26.988503,train,2.5094416981508345E-4,47.388928936731375,0.5612635586067257
77.584282,12.948781,train,6.314847737249211E-5,18.451071886751794,0.1872389602768536
73.521126,16.657125,train,0.0011317372507046051,73.54201861348842,0.9756573080902851
76.883507,10.357455,train,9.951382463559805E-4,71.99446812448079,0.9618818763710585
77.99778,30.345556,train,1.5161106826276462E-5,1.7439644358279318,0.04855587627372948
76.986664,8.431111,train,0.00136497718996018,79.00140209262379,0.9886808188729763
77.013268,8.81566,train,0.0017263734222158704,83.33532164432087,0.9965442992626646
76.951248,10.295271,train,9.604631920989424E-4,71.51548414460223,0.9572859039736284
94.358472,26.678877,train,2.8323001473530703E-4,50.91606058252581,0.6053877722267587
91.633333,25.583333,train,3.2325786952284004E-4,54.18262157097472,0.6539819071307679
74.883333,12.866667,train,0.0016725209683835717,81.73820873607136,0.9958759969806289
95.04,27.5,train,3.098689027237912E-4,53.117533628085965,0.6384329865147902
77.262089,8.695128,train,0.0012070068565052797,75.53377175214725,0.9809870647017306
80.374971,8.346565,train,5.114563730511029E-4,61.53752855433067,0.8134628612018848
79.61611,22.88361,train,4.016127175834891E-5,12.794493019828849,0.12352800592900526
93.382529,26.655537,train,2.21682197809256E-4,43.78301499727892,0.5170241238116076
91.320328,23.672888,test,1.855838790421527E-4,38.942509279922675,0.45625605286080095
73.72,17.03,test,7.745531436374929E-4,67.29190324240787,0.9213603020650156
94.042882,25.706306,test,1.8053448231943007E-4,38.132410857406384,0.44716711714895674
73.511873,16.651753,test,0.0010360628768993436,72.50667369087564,0.9666741557215696
