x,y,raw,cumulative,Cloglog
76.93749998972251,29.5208333297525,8.8662E-6,0.464416266,0.024261491
84.7874999894085,23.9458333299755,3.79081E-5,10.733615371,0.099685175
88.7208333225845,22.804166663354497,9.97584E-5,23.887482893,0.241448747
89.5374999892185,29.6041666630825,1.70783E-5,2.746908185,0.046207666
79.2624999896295,13.1041666637425,5.03611E-5,14.298632037,0.130213397
77.81249998968751,34.579166662883495,2.68731E-5,6.28358586,0.071738871
77.28749998970851,35.654166662840495,2.52647E-5,5.756505531,0.067593914
83.86249998944551,28.8458333297795,6.41968E-6,0.166103,0.017626245
89.0124999892395,33.2374999962705,1.11386E-5,0.875258216,0.030384416
75.42916665644951,19.6541666634805,6.03238E-5,16.862070294,0.153889745
90.1791666558595,35.6958333295055,1.83069E-5,3.208062094,0.049448396
87.87083332261851,30.670833329706497,9.40945E-6,0.553238932,0.025728754
77.6624999896935,11.6208333304685,1.275E-4,28.166285005,0.297559087
82.1791666561795,19.212499996831497,6.22312E-5,17.326667883,0.158348498
79.8041666562745,23.5208333299925,3.22161E-5,8.292760511,0.085376943
73.8624999898455,18.1541666635405,1.53755E-4,31.899638241,0.346833305
95.42916665564951,30.720833329704497,4.00461E-5,11.439671446,0.105001584
75.9208333230965,21.8874999967245,4.30979E-5,12.367789159,0.112535989
79.32916665629351,34.0624999962375,2.07525E-5,4.189128666,0.055866097
74.34583332315951,35.445833329515494,7.03055E-6,0.198541979,0.019287202
72.1374999899145,31.562499996337497,1.16883E-5,1.012086736,0.031859668
83.9041666561105,26.337499996546498,2.84864E-5,6.915704319,0.075878295
92.3791666557715,23.9458333299755,3.82939E-4,52.02162697,0.653820167
75.9291666564295,21.012499996759498,3.9868E-5,11.343742859,0.10456002
93.5291666557255,33.7708333295825,3.07499E-5,7.742580746,0.081654622
87.7791666559555,26.620833329868496,1.2088E-4,27.219420875,0.284557518
87.3624999893055,29.9291666630695,1.07644E-5,0.793210826,0.029378839
95.84583332229951,17.262499996909497,2.92427E-4,47.243095588,0.555170414
79.84583332293951,18.8958333301775,3.69133E-5,10.336695162,0.097200732
90.5041666558465,32.32916666297349,1.49228E-5,2.059074536,0.040495615
95.1541666556605,19.9541666634685,9.64716E-5,23.523547549,0.234510705
88.2874999892685,35.445833329515494,1.80026E-5,3.100953999,0.048646746
73.8958333231775,26.3041666632145,1.9177E-5,3.536490434,0.051736627
89.0041666559065,29.054166663104496,1.7701E-5,2.99213229,0.047851479
83.9374999894425,26.470833329874498,2.95884E-5,7.353316426,0.078694905
