x,y,raw,cumulative,Cloglog
76.93749998972251,29.5208333297525,1.76193E-5,2.374175542,0.056306539
84.7874999894085,23.9458333299755,4.10644E-5,13.561318319,0.126345006
88.7208333225845,22.804166663354497,1.17782E-4,28.805777309,0.32118895
89.5374999892185,29.6041666630825,1.75431E-5,2.346046152,0.056069815
79.2624999896295,13.1041666637425,5.39161E-5,16.725357976,0.16250656
77.81249998968751,34.579166662883495,3.27921E-5,9.701840804,0.10224707
77.28749998970851,35.654166662840495,3.38214E-5,10.154863308,0.105281351
83.86249998944551,28.8458333297795,1.26829E-5,1.045309319,0.040858663
89.0124999892395,33.2374999962705,1.18628E-5,0.833864901,0.038267906
75.42916665644951,19.6541666634805,6.51413E-5,19.348477449,0.192864949
90.1791666558595,35.6958333295055,2.11922E-5,4.160151595,0.067332003
87.87083332261851,30.670833329706497,9.5806E-6,0.425393198,0.031021367
77.6624999896935,11.6208333304685,1.19897E-4,29.162213872,0.32589494
82.1791666561795,19.212499996831497,6.56726E-5,19.505396223,0.194274098
79.8041666562745,23.5208333299925,3.1642E-5,9.131955374,0.098844685
73.8624999898455,18.1541666635405,1.69621E-4,36.411585025,0.427602471
95.42916665564951,30.720833329704497,4.25045E-5,13.988140892,0.130473742
75.9208333230965,21.8874999967245,4.57436E-5,14.85666913,0.139688628
79.32916665629351,34.0624999962375,2.25688E-5,4.965581498,0.071545322
74.34583332315951,35.445833329515494,2.43927E-5,5.883080694,0.077098596
72.1374999899145,31.562499996337497,2.47127E-5,6.032817062,0.078069711
83.9041666561105,26.337499996546498,3.07999E-5,8.72873162,0.096345006
92.3791666557715,23.9458333299755,3.80847E-4,56.949461123,0.71426502
75.9291666564295,21.012499996759498,4.25201E-5,13.996644062,0.13051829
93.5291666557255,33.7708333295825,3.42433E-5,10.338737936,0.106522239
87.7791666559555,26.620833329868496,1.22396E-4,29.610125227,0.331411723
87.3624999893055,29.9291666630695,1.06741E-5,0.603200173,0.034500373
95.84583332229951,17.262499996909497,3.04709E-4,53.132054144,0.632949
79.84583332293951,18.8958333301775,3.755E-5,11.968621932,0.116187467
90.5041666558465,32.32916666297349,1.59841E-5,1.879192519,0.051217211
95.1541666556605,19.9541666634685,1.10974E-4,27.672160271,0.305816004
88.2874999892685,35.445833329515494,2.06398E-5,3.838028128,0.065635823
73.8958333231775,26.3041666632145,2.20088E-5,4.689214145,0.069833632
89.0041666559065,29.054166663104496,1.79009E-5,2.471894843,0.057180243
83.9374999894425,26.470833329874498,3.1649E-5,9.144613687,0.098865326
75.6874999897725,35.67083332950649,2.0623E-5,3.82358403,0.065583998
72.40416665657051,28.204166663138498,1.81466E-5,2.567461925,0.057941864
71.7291666565975,28.7124999964515,1.5287E-5,1.725896657,0.049039098
87.41249998930351,27.5208333298325,6.08784E-5,18.205281808,0.181467751
85.8791666560315,29.2791666630955,1.3768E-5,1.311489392,0.044275781
82.1708333228465,33.929166662909495,1.48842E-5,1.624827938,0.047778232
80.0291666562655,30.1124999963955,5.19817E-6,0.0102882,0.016952573
71.96249998992151,25.5958333299095,3.21774E-5,9.403019486,0.100430225
92.3874999891045,34.7374999962105,2.71174E-5,7.084518837,0.085332943
75.87916665643151,19.637499996814498,5.96779E-5,17.957943084,0.178229293
71.22083332328451,26.854166663192498,1.7801E-5,2.432626038,0.05687037
83.87916665611151,34.3458333295595,1.53918E-5,1.74583798,0.049366896
85.05416665606451,28.795833329781498,1.69326E-5,2.142843779,0.054172451
81.79583332286151,28.029166663145496,2.24831E-5,4.931779269,0.07128375
86.43749998934251,33.654166662920495,9.45159E-6,0.404462595,0.030610087
76.39583332307751,27.337499996506498,2.12382E-5,4.183495219,0.067472929
94.45416665568851,34.9624999962015,1.82317E-5,2.600199882,0.058205361
85.5791666560435,25.204166663258498,3.50679E-5,10.744486627,0.108942385
90.26249998918951,29.0041666631065,1.92947E-5,3.080836931,0.06149262
83.0708333228105,29.837499996406496,1.18286E-5,0.8232024,0.038159765
95.2791666556555,18.020833330212497,2.11611E-4,42.290036551,0.50144211
92.9291666557495,22.0374999967185,2.96013E-4,52.442907686,0.622298379
70.1958333233255,31.020833329692497,2.15105E-5,4.354571359,0.068307919
78.1791666563395,16.945833330255496,5.98962E-5,17.987864509,0.178819055
82.3124999895075,26.529166663205498,2.42471E-5,5.817391511,0.076656592
78.56249998965751,16.0958333302895,6.66513E-5,19.71707964,0.196863828
95.4874999889805,21.912499996723497,1.3877E-4,31.637336912,0.366467811
80.4458333229155,8.0541666639445,3.46633E-4,55.851179552,0.680229296
77.2041666563785,10.8291666638335,1.85904E-4,38.892167058,0.457451931
95.73749998897051,35.46249999618149,1.36856E-5,1.28954371,0.04401689
78.02083332301251,18.720833330184497,4.77621E-5,15.286375355,0.145381435
72.85416665655251,27.887499996484497,2.18847E-5,4.636514721,0.069453944
92.5458333224315,24.945833329935496,5.43128E-4,62.418793459,0.83244889
79.2458333229635,25.470833329914498,2.00406E-5,3.480151693,0.063792484
81.71249998953151,35.8041666628345,2.99381E-5,8.406633388,0.093779745
90.14583332252751,34.59583332954949,2.47382E-5,6.045180224,0.078146979
91.8958333224575,24.312499996627498,3.1468E-4,53.629345563,0.644791585
74.9791666564675,15.4874999969805,2.6243E-4,48.299724837,0.578185122
75.7124999897715,32.32083332964049,1.06025E-5,0.589372326,0.034272828
76.82083332306051,21.579166663403498,4.16088E-5,13.710284044,0.127908189
73.2291666565375,27.154166663180497,2.0799E-5,3.918847923,0.066124772
82.5458333228315,31.970833329654496,1.19609E-5,0.858893189,0.038578227
78.3208333230005,35.57083332951049,3.67846E-5,11.574167965,0.113959663
88.60416665592251,26.3624999965455,1.55825E-4,34.380967762,0.401029801
73.93749998984251,27.6791666631595,2.15157E-5,4.356722931,0.06832379
73.6708333231865,33.7874999962485,1.66797E-5,2.057100424,0.053385227
76.7624999897295,16.720833330264497,1.14921E-4,28.282553848,0.314770196
76.3541666564125,22.7874999966885,4.05961E-5,13.414319652,0.124998249
77.7291666563575,23.320833330000497,2.91675E-5,8.087136579,0.091479845
78.9291666563095,31.0874999963565,5.9777E-6,0.029335545,0.019469937
87.5791666559635,30.3041666630545,9.93191E-6,0.489777539,0.032140396
77.89583332301751,35.67083332950649,3.55678E-5,10.952774204,0.11040614
75.3041666564545,19.104166663502497,9.69364E-5,25.252800396,0.273011938
83.42916665612951,17.904166663550498,7.70973E-5,22.029487626,0.223990045
79.7958333229415,28.912499996443497,2.46201E-5,5.995816794,0.07778862
74.4208333231565,34.92083332953649,1.45309E-5,1.52492767,0.046671173
79.97916665626751,22.7624999966895,3.90964E-5,12.741959284,0.120671452
84.2791666560955,26.3874999965445,3.21955E-5,9.415895621,0.100483805
87.01249998931951,29.4124999964235,1.47577E-5,1.592239421,0.047381954
95.9374999889625,24.662499996613498,1.94311E-4,40.033219504,0.472250415
78.1874999896725,19.8708333301385,4.03838E-5,13.36168925,0.124387098
91.4291666558095,32.0624999963175,2.12352E-5,4.17712418,0.067463747
74.9791666564675,35.13749999619449,1.76839E-5,2.393596017,0.056507068
94.0291666557055,23.8958333299775,1.82942E-4,38.504772442,0.452140684
93.04583332241151,21.479166663407497,3.27153E-4,54.469421099,0.65907004
95.2041666556585,32.204166662978494,3.84984E-5,12.474395691,0.118940206
92.4791666557675,33.0208333296125,3.05792E-5,8.642870365,0.095688764
86.6291666560015,27.312499996507498,7.6481E-5,21.852898352,0.222415406
70.34583332331951,22.420833330036498,7.68678E-5,21.960201013,0.223404147
86.88749998932451,26.5208333298725,7.31715E-5,21.13542066,0.213904648
95.3708333223185,18.662499996853498,1.51371E-4,33.613681078,0.392188968
91.9124999891235,21.6291666634015,4.26157E-4,58.640383161,0.753828086
81.60416665620251,31.695833329665497,1.4101E-5,1.413178978,0.04532228
71.5124999899395,27.1374999965145,2.00043E-5,3.458130752,0.063680631
90.90416665583051,22.7291666633575,2.39293E-4,45.576895035,0.544831826
94.5291666556855,27.395833329837497,2.73577E-4,49.884308705,0.593371796
80.62083332290851,23.9791666633075,3.0364E-5,8.539208623,0.095048363
95.32083332232051,18.5874999968565,1.55508E-4,34.318668008,0.400404152
83.8958333227775,35.5041666628465,2.11621E-5,4.149563223,0.067239584
80.4374999895825,19.645833330147497,4.16132E-5,13.71444536,0.127920655
89.5708333225505,32.245833329643496,1.14418E-5,0.7404422,0.036935103
91.6708333224665,27.612499996495497,8.13698E-5,22.79901349,0.23481928
82.02083332285251,26.204166663218498,2.45045E-5,5.941769437,0.077437866
82.3874999895045,22.370833330038497,3.43894E-5,10.407393286,0.106951479
74.7458333231435,17.579166663563498,1.97993E-4,40.543865891,0.478601831
75.1874999897925,30.729166663037496,1.9519E-5,3.203161224,0.062184689
85.2374999893905,22.829166663353497,5.32602E-5,16.585915642,0.160697757
74.8541666564725,33.329166662933496,1.46587E-5,1.567268712,0.047071731
94.1791666556995,26.179166663219497,2.07422E-4,41.703071571,0.49452447
95.2041666556585,29.1958333297655,1.10436E-4,27.572429407,0.304586696
79.1874999896325,30.3874999963845,6.84778E-6,0.065103634,0.022272096
85.9791666560275,34.8874999962045,1.60802E-5,1.912847729,0.051516857
89.6374999892145,32.6958333296255,1.18586E-5,0.832678621,0.038254548
87.5791666559635,33.6374999962545,1.06256E-5,0.594680474,0.034346157
93.8458333223795,31.529166663005498,3.67349E-5,11.548436851,0.113814572
79.42083332295651,29.295833329761496,2.06794E-5,3.856623825,0.065757481
80.5874999895765,34.5374999962185,2.43708E-5,5.870888508,0.077032144
81.0958333228895,16.6791666635995,5.68522E-5,17.328660413,0.170555823
73.2124999898715,22.045833330051497,6.21727E-5,18.617756043,0.184945029
