X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
93.727755,26.629933,train,2.3341041069222407E-4,43.47211892466734,0.5343324401490882
91.320328,23.672888,train,1.9842684445526244E-4,39.84091080816915,0.4778145391990448
93.811951,25.773062,train,1.7996511698017715E-4,37.55940437176743,0.4452740380212692
73.72,17.03,train,8.51798493172437E-4,69.03035361616604,0.9385262156006369
74.25,16.67,train,2.3397260301819884E-4,43.521227098663566,0.5351888770368161
91.660004,26.15,train,1.2747129153651432E-4,30.288785824203703,0.34123888962420545
76.424458,10.304457,train,0.0026704011256300504,91.22698983700612,0.9998405866386668
90.786566,25.98606,train,1.6267834538175412E-4,35.27794374045672,0.41296857773269247
93.977676,26.696484,train,2.6870310333848845E-4,46.94388778205993,0.5851533414326868
94.368718,25.174323,train,1.590758229538109E-4,34.73899634365205,0.4060028546359312
75.655721,12.922851,train,7.3368352950938E-4,66.77100886091141,0.909498303406909
75.017516,13.478885,train,0.004084262107983112,96.24121040548049,0.9999984442955087
77.577901,13.078948,train,4.48070268524189E-5,13.927605588935634,0.1364616265597569
94.042882,25.706306,train,1.794272633507649E-4,37.44669866668947,0.444296217327538
73.653727,16.072001,train,0.0011397248827968306,75.31428370315534,0.9760535661829584
77.466446,8.504928,train,0.0011677613581488962,76.31142693250268,0.9781540343242334
94.316498,26.988503,train,2.7627394705865546E-4,47.99562727529008,0.5953110099627945
77.584282,12.948781,train,5.465516944328873E-5,16.406569305820245,0.1638638999309775
73.521126,16.657125,train,0.001261589107741033,77.96525336480667,0.9839327188272873
76.883507,10.357455,train,8.563787901029974E-4,69.19643211564289,0.9394413082409899
77.99778,30.345556,train,1.764635245238E-5,2.6952624027935843,0.05614387757749739
76.986664,8.431111,train,0.0011691698104070063,76.35807312891458,0.9782545529288307
77.013268,8.81566,train,0.0014727421025412045,81.38609517772531,0.9919523367027238
94.358472,26.678877,train,2.9410638105431265E-4,50.01154657587009,0.6182644847554964
91.633333,25.583333,train,4.1434738278580703E-4,57.37216251175619,0.7425028430060656
74.883333,12.866667,train,0.0017200930196357685,83.80580915361134,0.9964196826639019
95.04,27.5,train,3.378550297913255E-4,53.673264925113536,0.6692123496046547
77.262089,8.695128,train,0.0010062430345194617,72.31161270765745,0.9629267827745663
73.511873,16.651753,train,0.0011401945112389927,75.3198152647626,0.9760903617501283
80.374971,8.346565,train,4.378738930624581E-4,58.197099707379245,0.7615944902080476
93.382529,26.655537,train,2.3710593760701513E-4,43.869509455780516,0.5399333877776684
76.427384,10.302191,test,0.0027096362136443046,91.28519975849079,0.9998598058145716
76.951248,10.295271,test,8.390534381415393E-4,68.55478213751883,0.9359064680126616
79.61611,22.88361,test,4.042430348331869E-5,12.503361996471835,0.12397975179067011
