x,y,raw,cumulative,Cloglog
76.93749998972251,29.5208333297525,1.72261E-5,2.506698494,0.054844121
84.7874999894085,23.9458333299755,4.23931E-5,13.252795125,0.12960895
88.7208333225845,22.804166663354497,1.13754E-4,28.072114911,0.310974293
89.5374999892185,29.6041666630825,1.71303E-5,2.453442805,0.054547582
79.2624999896295,13.1041666637425,5.55642E-5,16.635401805,0.16634892
77.81249998968751,34.579166662883495,2.85029E-5,7.809812595,0.089107478
77.28749998970851,35.654166662840495,2.88119E-5,7.892916942,0.090028685
83.86249998944551,28.8458333297795,1.26541E-5,1.111901945,0.040588231
89.0124999892395,33.2374999962705,1.13459E-5,0.786936007,0.036469592
75.42916665644951,19.6541666634805,6.27575E-5,18.477740377,0.185755235
90.1791666558595,35.6958333295055,1.83654E-5,3.039056364,0.058363593
87.87083332261851,30.670833329706497,9.83889E-6,0.499145607,0.031703204
77.6624999896935,11.6208333304685,1.05278E-4,26.717218931,0.291584564
82.1791666561795,19.212499996831497,6.82284E-5,19.887492201,0.200211779
79.8041666562745,23.5208333299925,3.43669E-5,10.205725887,0.10643085
73.8624999898455,18.1541666635405,1.47427E-4,33.282664301,0.382909096
95.42916665564951,30.720833329704497,3.73901E-5,11.365309532,0.115232996
75.9208333230965,21.8874999967245,4.57541E-5,14.143458403,0.139135305
79.32916665629351,34.0624999962375,2.02221E-5,4.017963263,0.064070983
74.34583332315951,35.445833329515494,2.06019E-5,4.230380685,0.065234087
72.1374999899145,31.562499996337497,2.20759E-5,5.002919499,0.069734859
83.9041666561105,26.337499996546498,3.42188E-5,10.123418595,0.105997452
92.3791666557715,23.9458333299755,4.07734E-4,57.017960899,0.736865893
75.9291666564295,21.012499996759498,4.27272E-5,13.401667,0.130560539
93.5291666557255,33.7708333295825,2.9789E-5,8.279977004,0.092935327
87.7791666559555,26.620833329868496,1.44195E-4,32.858813641,0.376343657
87.3624999893055,29.9291666630695,1.08611E-5,0.673458831,0.034938975
95.84583332229951,17.262499996909497,2.91725E-4,49.835910394,0.615276057
79.84583332293951,18.8958333301775,4.04202E-5,12.504635654,0.123968042
90.5041666558465,32.32916666297349,1.53928E-5,1.934696297,0.049153244
95.1541666556605,19.9541666634685,1.00768E-4,25.95445832,0.281044568
88.2874999892685,35.445833329515494,1.79692E-5,2.837441308,0.0571411
73.8958333231775,26.3041666632145,2.14504E-5,4.657036863,0.067827688
89.0041666559065,29.054166663104496,1.74419E-5,2.603750106,0.055511673
83.9374999894425,26.470833329874498,3.5412E-5,10.662500963,0.1094836
75.6874999897725,35.67083332950649,1.70836E-5,2.43120125,0.054403006
