Predictor variable,Categorical,Sample average
bio1,false,220.3548387096774
bio12,false,2354.032258064516
bio14,false,0.8709677419354839
bio15,false,108.90322580645162
bio17,false,32.58064516129032
bio18,false,758.2903225806451
bio19,false,39.935483870967744
bio2,false,0.0
bio3,false,45.193548387096776
