Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
4.49645E-10,0.000000045,0.000001246,1,0,0
1.09777E-7,0.000011023,0.000304052,0.999900309,0,0
1.59301E-7,0.000040281,0.000441189,0.999700927,0,0
1.603E-7,0.000056311,0.000443955,0.999601236,0,0
1.80922E-7,0.000107673,0.000501054,0.999302163,0,0
2.16005E-7,0.000268714,0.000598184,0.998504636,0,0
2.7227E-7,0.000521497,0.000753943,0.997507726,0,0
3.31835E-7,0.001008972,0.000918808,0.995912671,0,0
3.94036E-7,0.002511361,0.001090941,0.991825341,0,0
5.40576E-7,0.005025921,0.001496353,0.98644203,0,0
7.86231E-7,0.010024891,0.002175601,0.978965208,0,0
1.44406E-6,0.025034933,0.003992273,0.965407238,0,0
2.57759E-6,0.050197141,0.007114871,0.952347722,0,0
4.51992E-6,0.100275378,0.012442776,0.938191606,0,0
7.03798E-6,0.200652734,0.019307391,0.92094507,0,0.333333333
7.80743E-6,0.300454396,0.021395503,0.907586482,0,0.333333333
8.47683E-6,0.400325585,0.023208463,0.895324494,0,0.333333333
9.10288E-6,0.500342684,0.024901005,0.883959725,0,0.333333333
9.6487E-6,0.600908006,0.026374239,0.873292792,0,0.333333333
1.02257E-5,0.700839085,0.027929245,0.863224006,0,0.333333333
1.0516E-5,0.750621215,0.028710647,0.85843884,0,0.333333333
1.08046E-5,0.800761691,0.029486816,0.853753365,0,0.333333333
1.12225E-5,0.900970277,0.030609692,0.844681487,0,0.333333333
1.16359E-5,1.000429735,0.031719082,0.836008374,0,0.333333333
1.19447E-5,1.100694044,0.032546961,0.827534643,0,0.333333333
1.22562E-5,1.201127218,0.033381426,0.819260293,0,0.333333333
1.25366E-5,1.300280741,0.034131976,0.811285016,0,0.333333333
1.27659E-5,1.400305577,0.03474529,0.803409431,0,0.333333333
1.30421E-5,1.501015789,0.03548363,0.795633536,0,0.333333333
1.38595E-5,1.750221765,0.037665261,0.777190709,0,0.333333333
1.47728E-5,2.001161129,0.040096827,0.759744791,0,0.333333333
1.5597E-5,2.251175441,0.042285813,0.743295783,0,0.333333333
1.63822E-5,2.500957865,0.04436666,0.727743994,0,0.333333333
1.70911E-5,2.750325153,0.046241623,0.712890041,0,0.333333333
1.77173E-5,3.00098716,0.047894442,0.698534543,0,0.333333333
1.83996E-5,3.250269552,0.049692478,0.684777191,0,0.333333333
1.9103E-5,3.500117631,0.051542195,0.671518293,0,0.333333333
1.96568E-5,3.75002827,0.052996055,0.65865816,0,0.333333333
2.01938E-5,4.000911139,0.05440377,0.646097099,0,0.333333333
2.08884E-5,4.251586849,0.056221597,0.633934802,0,0.333333333
2.17436E-5,4.500718727,0.058454761,0.62227096,0,0.333333333
2.23457E-5,4.750475513,0.06002376,0.611005882,0,0.333333333
2.30255E-5,5.000080148,0.061792204,0.600039876,0,0.333333333
2.38664E-5,5.250674983,0.063975326,0.589372944,0,0.333333333
2.45762E-5,5.500176831,0.065813845,0.579104775,0,0.333333333
2.52514E-5,5.751452856,0.067559494,0.569035988,0,0.333333333
2.60717E-5,6.000090887,0.069676012,0.559365966,0,0.333333333
2.67621E-5,6.251392601,0.071453501,0.549895324,0,0.333333333
2.75154E-5,6.501327502,0.073389048,0.540723756,0,0.333333333
2.81175E-5,6.751612855,0.074933371,0.53175157,0,0.333333333
2.86114E-5,7.00135878,0.076198027,0.522978766,0,0.333333333
2.93282E-5,7.250171469,0.078030565,0.514405343,0,0.333333333
3.0052E-5,7.50235599,0.079877362,0.505931612,0,0.333333333
3.0764E-5,7.751808505,0.081690351,0.497756953,0,0.333333333
3.13733E-5,8.000425497,0.083239053,0.489781677,0,0.333333333
3.21085E-5,8.250934049,0.085104192,0.481906091,0,0.333333333
3.26884E-5,8.50040762,0.086572766,0.474229887,0,0.333333333
3.33551E-5,8.751449931,0.088258042,0.466653375,0,0.333333333
3.38739E-5,9.00028121,0.089567405,0.459276244,0,0.333333333
3.44055E-5,9.252801588,0.090907308,0.451899113,0,0.333333333
3.50441E-5,9.50267775,0.092513992,0.444721364,0,0.333333333
3.56074E-5,9.753464206,0.093928912,0.437643306,0,0.333333333
3.61342E-5,10.000812243,0.09525016,0.43076463,0,0.333333333
3.67033E-5,10.252035935,0.096675336,0.423885954,0,0.333333333
3.73746E-5,10.50018175,0.098353655,0.417206659,0,0.333333333
3.79777E-5,10.752592306,0.099858926,0.410527365,0,0.333333333
3.87466E-5,11.002020111,0.101773932,0.404047453,0,0.333333333
3.95435E-5,11.252388166,0.10375466,0.397667232,0,0.333333333
4.03082E-5,11.503971607,0.105651196,0.391386701,0.032258065,0.333333333
4.13139E-5,11.752554979,0.10813926,0.385305553,0.032258065,0.333333333
4.19324E-5,12.00232636,0.109666211,0.379324095,0.032258065,0.333333333
4.26786E-5,12.25196115,0.111504607,0.373442329,0.032258065,0.333333333
4.36332E-5,12.502245548,0.113851105,0.367660253,0.032258065,0.333333333
4.43718E-5,12.753224358,0.115662334,0.361977869,0.032258065,0.333333333
4.5261E-5,13.004293716,0.117837774,0.356395175,0.032258065,0.333333333
4.61469E-5,13.251180693,0.120000017,0.351011863,0.032258065,0.333333333
4.73109E-5,13.503635692,0.122832963,0.345628551,0.032258065,0.333333333
4.82128E-5,13.752205017,0.125021828,0.340444622,0.032258065,0.333333333
4.91399E-5,14.000378332,0.127266114,0.335360383,0.032258065,0.333333333
5.01003E-5,14.253408232,0.12958495,0.330276144,0.032258065,0.333333333
5.11387E-5,14.501494658,0.132084989,0.325391287,0.032258065,0.333333333
5.21341E-5,14.754722992,0.134474959,0.32050643,0.032258065,0.333333333
5.30822E-5,15.00206263,0.13674513,0.315820955,0.032258065,0.333333333
5.41136E-5,15.253900238,0.139207904,0.31113548,0.064516129,0.333333333
5.50204E-5,15.50486746,0.141367575,0.306549696,0.064516129,0.333333333
5.58571E-5,15.754585656,0.143355466,0.302063603,0.064516129,0.333333333
5.67082E-5,16.002336375,0.145372769,0.297677201,0.064516129,0.333333333
