Predictor variable,Categorical,Sample average
bio1,false,219.2258064516129
bio12,false,2304.6129032258063
bio14,false,0.8709677419354839
bio15,false,109.7741935483871
bio17,false,28.903225806451612
bio18,false,719.7096774193549
bio19,false,33.064516129032256
bio2,false,0.0
bio3,false,45.54838709677419
