Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
4.12308E-6,0.000412308,0.014080224,1,0,0
4.52715E-6,0.000865023,0.015449386,0.999900309,0,0
4.76757E-6,0.00134178,0.016263146,0.999800618,0,0
5.02581E-6,0.002842633,0.017136473,0.999501545,0,0
5.1891E-6,0.00538846,0.0176883,0.99900309,0,0
5.46761E-6,0.010153581,0.018628743,0.998105872,0,0
5.93337E-6,0.025029333,0.02019951,0.995513907,0,0
6.46236E-6,0.050002494,0.021980484,0.991526269,0,0
7.23434E-6,0.100352891,0.024573698,0.984149138,0,0
8.84139E-6,0.200189556,0.029950058,0.971787459,0,0
9.70477E-6,0.300062715,0.032826216,0.961120526,0,0
1.02748E-5,0.400982629,0.034720444,0.95105174,0,0
1.09207E-5,0.500377262,0.036862314,0.94168079,0,0
1.14116E-5,0.601059444,0.038487031,0.932708603,0,0
1.19049E-5,0.70017204,0.040117007,0.924234872,0,0
1.21133E-5,0.750672408,0.040804842,0.920047852,0,0
1.23126E-5,0.800774969,0.041461841,0.915960522,0,0
1.26849E-5,0.900701119,0.042688668,0.907985246,0,0
1.30145E-5,1.000820976,0.043773135,0.900209351,0,0
1.33604E-5,1.101002398,0.044910081,0.892632838,0,0
1.36334E-5,1.200794381,0.04580625,0.885255707,0,0
1.39279E-5,1.301355246,0.046772273,0.877978267,0,0
1.42046E-5,1.401256325,0.04767913,0.870900209,0,0
1.44627E-5,1.500096373,0.04852394,0.864021533,0,0
1.51988E-5,1.750492293,0.05092979,0.847173761,0,0
1.59755E-5,2.001287318,0.053461426,0.831123517,0,0
1.67208E-5,2.251018176,0.055884535,0.815870801,0,0
1.73845E-5,2.500077947,0.058037311,0.801315921,0,0
1.80087E-5,2.751522329,0.060057225,0.787159805,0,0
1.86173E-5,3.000274355,0.062022524,0.773601834,0,0
1.91419E-5,3.251329516,0.063713599,0.760342937,0,0
1.95979E-5,3.501006703,0.065180554,0.747482803,0,0
2.00155E-5,3.750639002,0.066522465,0.734921743,0,0
2.06112E-5,4.000734145,0.068432958,0.722659755,0,0
2.11597E-5,4.25119599,0.070188584,0.71069684,0,0
2.16658E-5,4.501545838,0.071805549,0.699032998,0.032258065,0
2.212E-5,4.751555193,0.073254345,0.687668228,0.032258065,0
2.2592E-5,5.001943436,0.074757574,0.676502841,0.032258065,0
2.30036E-5,5.250679395,0.076066429,0.665636527,0.032258065,0
2.3603E-5,5.502307861,0.077969227,0.654869903,0.032258065,0
2.4023E-5,5.752277108,0.079299869,0.644402353,0.032258065,0
2.45507E-5,6.000032498,0.080969405,0.634233875,0.032258065,0
2.50751E-5,6.250675055,0.082625491,0.624165088,0.032258065,0
2.56051E-5,6.501374527,0.084296093,0.614295683,0.032258065,0
2.63321E-5,6.750341592,0.086582882,0.604725351,0.032258065,0
2.70895E-5,7.001759752,0.088959074,0.595354401,0.032258065,0
2.76534E-5,7.250666746,0.090724271,0.586282524,0.032258065,0
2.83168E-5,7.50222707,0.092796439,0.577310338,0.032258065,0
2.9041E-5,7.751780629,0.095053288,0.568637225,0.032258065,0
2.97599E-5,8.001366984,0.097288008,0.560163493,0.032258065,0
3.06196E-5,8.252361231,0.099952915,0.551889144,0.032258065,0
3.13419E-5,8.500443798,0.102186098,0.543913867,0.032258065,0
3.19406E-5,8.750503175,0.104032844,0.536038281,0.032258065,0
3.29139E-5,9.000661253,0.107027039,0.528362078,0.032258065,0
3.39175E-5,9.251366908,0.110104052,0.520885256,0.032258065,0
3.45491E-5,9.501224364,0.112034964,0.513607816,0.032258065,0
3.52834E-5,9.752755649,0.114274472,0.506430067,0.032258065,0
3.59286E-5,10.001894207,0.116237701,0.4994517,0.032258065,0
3.6635E-5,10.252356424,0.118382418,0.492573024,0.032258065,0
3.74794E-5,10.500480222,0.120938982,0.485893729,0.032258065,0
3.81309E-5,10.753812209,0.122906355,0.479214435,0.032258065,0
3.88166E-5,11.000279683,0.124972496,0.472834214,0.032258065,0
3.9427E-5,11.250591913,0.126807288,0.466453993,0.032258065,0
4.02108E-5,11.501480853,0.129157976,0.460173462,0.032258065,0
4.08256E-5,11.752777023,0.130997622,0.453992623,0.032258065,0
4.15651E-5,12.004075756,0.133204843,0.447911474,0.032258065,0
4.22206E-5,12.251029201,0.135156658,0.442029708,0.032258065,0
4.30269E-5,12.502787083,0.137551806,0.436147941,0.032258065,0
4.3681E-5,12.75422706,0.139489724,0.430365866,0.032258065,0
4.42626E-5,13.000568271,0.141209366,0.424783172,0.032258065,0
4.48911E-5,13.25026135,0.143063546,0.419200479,0.032258065,0
4.54659E-5,13.503201271,0.144756093,0.413617785,0.064516129,0
4.61715E-5,13.750864526,0.146828839,0.408234473,0.064516129,0
4.66811E-5,14.001660868,0.148323032,0.402851161,0.064516129,0
4.73837E-5,14.251018558,0.150378506,0.397567541,0.064516129,0
4.79291E-5,14.503697022,0.151970594,0.39228392,0.064516129,0
4.85333E-5,14.754618446,0.153730867,0.38709999,0.064516129,0
4.93369E-5,15.004235585,0.156066547,0.382015751,0.064516129,0
5.04556E-5,15.254111175,0.159307415,0.377031203,0.064516129,0
5.15605E-5,15.503819486,0.162496042,0.372146346,0.064516129,0
5.2404E-5,15.753169888,0.164922224,0.36736118,0.064516129,0
5.30885E-5,16.000988835,0.166885806,0.362675705,0.064516129,0
5.38195E-5,16.252210288,0.168977547,0.35799023,0.064516129,0
5.45441E-5,16.501412853,0.171045859,0.353404446,0.064516129,0
5.54046E-5,16.754373314,0.173495737,0.348818662,0.064516129,0
5.62062E-5,17.005418155,0.175771087,0.344332569,0.064516129,0
5.70795E-5,17.25458787,0.178243009,0.339946167,0.064516129,0
5.79236E-5,17.50198315,0.180625214,0.335659456,0.064516129,0
5.86859E-5,17.752897508,0.182770391,0.331372744,0.064516129,0
5.9477E-5,18.001098895,0.184991029,0.327185724,0.064516129,0
6.03798E-5,18.252709192,0.187517558,0.322998704,0.064516129,0
6.11496E-5,18.502052163,0.189665849,0.318911375,0.064516129,0
6.20054E-5,18.75466532,0.192047402,0.314824045,0.096774194,0
6.25953E-5,19.003986037,0.193684989,0.310836407,0.096774194,0
