Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
9.44233E-7,0.000094423,0.00320592,1,0,0
2.56428E-6,0.000350851,0.008682482,0.999900309,0,0
2.84668E-6,0.00063552,0.009634058,0.999800618,0,0
3.01772E-6,0.001235339,0.010209929,0.999601236,0,0
3.33937E-6,0.002532054,0.011292022,0.999202472,0,0
3.50026E-6,0.005274463,0.011832826,0.998404945,0,0
3.84256E-6,0.010086445,0.012982465,0.997108962,0,0
4.38781E-6,0.025107531,0.014810929,0.993520088,0,0
4.99758E-6,0.050222648,0.016851763,0.988136776,0,0
5.85712E-6,0.100267372,0.019721359,0.978865517,0,0
8.24062E-6,0.200550395,0.027634989,0.964410328,0,0
9.39252E-6,0.300354444,0.031436579,0.953244941,0,0
1.00018E-5,0.40052111,0.033441364,0.942976772,0,0
1.07075E-5,0.500938086,0.035758284,0.933306749,0,0
1.13036E-5,0.600217889,0.037710776,0.924334563,0,0
1.18211E-5,0.70079862,0.039402913,0.91566145,0,0
1.21038E-5,0.751127454,0.040325822,0.911474429,0,0
1.24596E-5,0.800275545,0.041486414,0.907486791,0,0
1.29697E-5,0.900610257,0.043147887,0.899611205,0,0
1.33704E-5,1.000492125,0.044450633,0.892034692,0,0
1.3774E-5,1.100866686,0.045761432,0.884657562,0,0
1.41068E-5,1.201282838,0.046840798,0.877479813,0,0
1.4365E-5,1.300981063,0.047677196,0.870501446,0,0
1.46511E-5,1.401037133,0.048603407,0.863622769,0,0
1.50463E-5,1.500467244,0.04988122,0.856943475,0,0
1.58152E-5,1.750644788,0.052362256,0.84079354,0,0
1.65119E-5,2.000926558,0.054604934,0.825341442,0,0
1.71503E-5,2.250389054,0.056655103,0.81058718,0,0
1.78019E-5,2.50044205,0.058743297,0.796331373,0.032258065,0
1.84062E-5,2.750210792,0.060675555,0.782574021,0.032258065,0
1.90634E-5,3.001228384,0.062772534,0.769215432,0.032258065,0
1.96107E-5,3.250762318,0.064515227,0.756355299,0.032258065,0
2.00743E-5,3.500745777,0.065988801,0.743794238,0.032258065,0
2.06119E-5,3.751073755,0.067694853,0.73153225,0.032258065,0
2.11642E-5,4.001772858,0.069444281,0.719569335,0.032258065,0
2.15947E-5,4.251816108,0.070805665,0.707905493,0.032258065,0
2.20004E-5,4.500113976,0.072086782,0.696540724,0.032258065,0
2.23651E-5,4.750648475,0.073237124,0.685275645,0.032258065,0
2.28568E-5,5.001512192,0.074785424,0.674209949,0.032258065,0
2.34412E-5,5.251598478,0.076622295,0.663443326,0.032258065,0
2.40348E-5,5.500874294,0.078484413,0.652975775,0.032258065,0
