Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
4.0374E-6,0.00040374,0.013192123,1,0,0
4.17953E-6,0.000821693,0.013653317,0.999900309,0,0
4.32513E-6,0.001254206,0.014125586,0.999800618,0,0
4.43812E-6,0.002572771,0.014491915,0.999501545,0,0
4.77336E-6,0.00532732,0.015578036,0.998903399,0,0
5.19817E-6,0.0102882,0.016952573,0.99790649,0,0
5.90542E-6,0.025171637,0.019236798,0.995214834,0,0
6.67243E-6,0.050222832,0.02170801,0.991227196,0,0
7.23193E-6,0.100384548,0.023506715,0.984049447,0,0
7.89481E-6,0.200513047,0.025633523,0.97089024,0,0
8.60561E-6,0.300537793,0.027908903,0.958827634,0,0
9.43019E-6,0.400685191,0.030541845,0.947761938,0,0
9.99699E-6,0.500739807,0.03234757,0.937493769,0,0
1.06513E-5,0.600001266,0.034427725,0.927923437,0,0
1.12261E-5,0.700763172,0.036251574,0.918751869,0,0
1.15262E-5,0.750793069,0.037202626,0.914365467,0,0
1.17416E-5,0.800808077,0.037884369,0.910078756,0,0
1.21551E-5,0.901099642,0.039192052,0.901704715,0,0
1.25544E-5,1.001131725,0.0404531,0.893629748,0,0
1.28983E-5,1.100201727,0.04153812,0.885853853,0,0
1.33421E-5,1.200128144,0.042936069,0.87827734,0,0
1.37004E-5,1.300500082,0.044063283,0.870900209,0,0
1.40658E-5,1.400503125,0.045211669,0.86372246,0,0
1.44538E-5,1.500273675,0.046429429,0.856744093,0,0
1.54036E-5,1.750458013,0.049403872,0.839996012,0,0
1.64444E-5,2.000774957,0.052652576,0.824344532,0,0
1.7195E-5,2.250455239,0.054988435,0.80959027,0.032258065,0
1.79883E-5,2.500609359,0.057451224,0.795434154,0.032258065,0
1.86133E-5,2.751321342,0.059386892,0.781776493,0.032258065,0
1.91183E-5,3.00008097,0.060947914,0.768617286,0.032258065,0
1.96192E-5,3.250154642,0.062493669,0.755757153,0.032258065,0
2.00744E-5,3.500205536,0.063896464,0.743196092,0.032258065,0
2.05106E-5,3.751576461,0.065238519,0.730834413,0.032258065,0
2.09195E-5,4.000188853,0.066494979,0.718871498,0.032258065,0
2.13453E-5,4.251634548,0.067801331,0.707008274,0.032258065,0
2.16871E-5,4.501433322,0.068848711,0.695444123,0.032258065,0
2.21425E-5,4.751025171,0.070242521,0.684079354,0.032258065,0
2.26117E-5,5.001729087,0.071676267,0.672913967,0.032258065,0
2.30315E-5,5.250493311,0.07295742,0.662047652,0.032258065,0
2.3529E-5,5.50187261,0.074473167,0.651281029,0.032258065,0
2.41194E-5,5.752115529,0.076268778,0.640813478,0.032258065,0
2.4626E-5,6.000741439,0.077806736,0.630645,0.032258065,0
2.52197E-5,6.252443001,0.079605786,0.620576214,0.032258065,0
2.56863E-5,6.501906895,0.081017332,0.6108065,0.032258065,0
2.62761E-5,6.751362375,0.082798189,0.601236168,0.032258065,0
2.68792E-5,7.000820338,0.084616036,0.591865218,0.032258065,0
2.74119E-5,7.250946838,0.086218418,0.58269365,0.032258065,0
2.78745E-5,7.50262821,0.087607752,0.573621773,0.032258065,0
2.83812E-5,7.750140102,0.089127236,0.564848968,0.032258065,0
2.89738E-5,8.002764473,0.090900939,0.556076164,0.032258065,0
2.9617E-5,8.251737474,0.092822362,0.547602432,0.032258065,0
3.02254E-5,8.502844954,0.094635858,0.539228392,0.032258065,0
3.08677E-5,8.750321261,0.096546676,0.531153424,0.032258065,0
3.14238E-5,9.002641869,0.098197596,0.523078457,0.032258065,0
3.18213E-5,9.252538083,0.099376015,0.515202871,0.032258065,0
3.23674E-5,9.503064715,0.100992024,0.507426976,0.032258065,0
3.29325E-5,9.751129815,0.102661519,0.499850464,0.032258065,0
3.34322E-5,10.000196203,0.10413527,0.492373642,0.032258065,0
3.40532E-5,10.253336882,0.105963262,0.48489682,0.032258065,0
3.46227E-5,10.500567221,0.107636499,0.477719071,0.032258065,0
3.50897E-5,10.751503195,0.109006142,0.470541322,0.032258065,0
3.5661E-5,11.002620474,0.110678973,0.463463264,0.032258065,0
3.60372E-5,11.250005766,0.111778735,0.456584588,0.032258065,0
3.6619E-5,11.500755601,0.113476887,0.449705912,0.032258065,0
3.71727E-5,11.751758863,0.115089962,0.442926927,0.032258065,0
3.76213E-5,12.00245143,0.116394563,0.436247632,0.032258065,0
3.80835E-5,12.252223085,0.117736885,0.429668029,0.064516129,0
3.85661E-5,12.501368332,0.119136249,0.423188117,0.064516129,0
3.91238E-5,12.753695371,0.120750672,0.416708205,0.064516129,0
3.9632E-5,13.001750582,0.122219154,0.410427674,0.064516129,0
4.01082E-5,13.252943484,0.123593174,0.404147144,0.064516129,0
4.08884E-5,13.503950745,0.12583935,0.397966304,0.064516129,0
4.17364E-5,13.751961669,0.128274061,0.391984847,0.064516129,0
4.25396E-5,14.000898019,0.130573983,0.38610308,0.064516129,0
4.34809E-5,14.250535912,0.133261912,0.380321005,0.064516129,0
4.43815E-5,14.500813343,0.135825423,0.37463862,0.064516129,0
4.52496E-5,14.751974999,0.138289561,0.369055927,0.064516129,0
4.64707E-5,15.004117921,0.141743588,0.363572924,0.064516129,0
4.75829E-5,15.253023391,0.144877597,0.358289303,0.064516129,0
4.86389E-5,15.503387938,0.147842692,0.353105373,0.064516129,0
4.94699E-5,15.753810341,0.150168563,0.348021134,0.064516129,0
5.06847E-5,16.004047362,0.153557643,0.343036587,0.096774194,0
5.17958E-5,16.254783004,0.15664554,0.33815173,0.096774194,0
5.29244E-5,16.500944982,0.159770282,0.333466255,0.096774194,0
5.40916E-5,16.752356626,0.162990012,0.32878078,0.096774194,0
5.52519E-5,17.003702322,0.166178412,0.324194996,0.096774194,0
5.6386E-5,17.255101721,0.16928291,0.319708902,0.096774194,0
5.76607E-5,17.500406184,0.172758672,0.315422191,0.096774194,0
5.87702E-5,17.750514107,0.175772005,0.31113548,0.096774194,0
5.99377E-5,18.005840089,0.178931294,0.306848769,0.096774194,0
6.10971E-5,18.254087693,0.182056244,0.30276144,0.096774194,0
6.18314E-5,18.506082242,0.184029411,0.29867411,0.096774194,0
6.26128E-5,18.755093896,0.186124011,0.294686472,0.129032258,0
6.34057E-5,19.000879947,0.188243965,0.290798525,0.129032258,0
6.47543E-5,19.251069878,0.191836683,0.286910577,0.129032258,0
6.56726E-5,19.505396223,0.194274098,0.28302263,0.129032258,0
6.69093E-5,19.750458062,0.197544885,0.279334064,0.129032258,0
6.79509E-5,20.006773464,0.20028956,0.275545808,0.129032258,0
6.90125E-5,20.253660501,0.203077178,0.271956934,0.129032258,0
7.02142E-5,20.504527228,0.206220813,0.268368059,0.129032258,0
7.15596E-5,20.752233877,0.209725814,0.264878875,0.129032258,0
7.25927E-5,21.004257046,0.212406678,0.261389692,0.129032258,0
7.36213E-5,21.252939509,0.215066906,0.258000199,0.129032258,0
7.46358E-5,21.504997383,0.217681659,0.254610707,0.129032258,0
7.59988E-5,21.753815356,0.221181169,0.251320905,0.129032258,0
7.70443E-5,22.006361112,0.223854731,0.248031104,0.129032258,0
7.85721E-5,22.254967998,0.227745424,0.244840993,0.129032258,0
7.97979E-5,22.50046483,0.230852704,0.241750573,0.129032258,0
8.11427E-5,22.750275628,0.234247438,0.238660154,0.129032258,0
8.25793E-5,23.003800732,0.237857244,0.235569734,0.129032258,0
8.44232E-5,23.25443168,0.242465848,0.232579005,0.129032258,0
8.5988E-5,23.501364787,0.246354737,0.229687967,0.129032258,0
8.75805E-5,23.753036611,0.250291999,0.22679693,0.129032258,0
8.92322E-5,24.000290913,0.254353943,0.224005583,0.129032258,0
9.06365E-5,24.252419865,0.257790331,0.221214236,0.129032258,0
9.2022E-5,24.508415609,0.26116498,0.218422889,0.129032258,0
9.34167E-5,24.758889252,0.264546554,0.215731233,0.129032258,0
9.46874E-5,25.003568784,0.267614118,0.213139268,0.129032258,0
9.69364E-5,25.252800396,0.273011938,0.210547303,0.129032258,0
9.819E-5,25.50639057,0.276003291,0.207955338,0.129032258,0
9.96781E-5,25.75373018,0.279538391,0.205463065,0.129032258,0
1.01332E-4,26.00471845,0.283448114,0.202970791,0.129032258,0
1.03056E-4,26.260158008,0.287497931,0.200478517,0.129032258,0
1.04322E-4,26.509043325,0.290459928,0.198085934,0.129032258,0
1.05703E-4,26.750713799,0.293675458,0.195793042,0.129032258,0
1.07254E-4,27.006540782,0.297270779,0.193400459,0.129032258,0
1.08502E-4,27.25503014,0.300149212,0.191107567,0.129032258,0
1.10174E-4,27.506213972,0.303986282,0.188814675,0.129032258,0
1.11475E-4,27.750026563,0.30695919,0.186621473,0.129032258,0
1.13146E-4,28.008267051,0.310757363,0.184328581,0.129032258,0
1.14872E-4,28.25957214,0.314659479,0.18213538,0.129032258,0
1.15808E-4,28.501825118,0.316765997,0.18004187,0.129032258,0
1.17464E-4,28.758722889,0.320476791,0.177848669,0.129032258,0
1.18766E-4,29.00693337,0.323382101,0.175755159,0.129032258,0
1.20257E-4,29.258265567,0.326691633,0.173661649,0.129032258,0
1.21754E-4,29.500265557,0.329998322,0.17166783,0.161290323,0
1.23838E-4,29.757839534,0.334576869,0.16957432,0.161290323,0
1.25632E-4,30.007475737,0.338491346,0.1675805,0.161290323,0
1.27505E-4,30.26070641,0.342553768,0.165586681,0.161290323,0
1.28647E-4,30.504016804,0.345018605,0.163692553,0.161290323,0
1.30455E-4,30.750481244,0.348902101,0.161798425,0.161290323,0
1.32763E-4,31.000608118,0.353827131,0.159904297,0.161290323,0
1.3464E-4,31.254478595,0.357803606,0.158010168,0.161290323,0
1.36924E-4,31.51297071,0.362608978,0.15611604,0.161290323,0
1.39517E-4,31.762705614,0.368022421,0.154321603,0.161290323,0
1.4124E-4,32.001711528,0.371595007,0.152626857,0.161290323,0
1.43287E-4,32.257952659,0.375810649,0.150832419,0.161290323,0
1.44813E-4,32.502752491,0.37893679,0.149137673,0.161290323,0
1.46255E-4,32.76461001,0.381876243,0.147343236,0.193548387,0
1.47737E-4,33.000150807,0.38488077,0.145748181,0.193548387,0
1.49383E-4,33.25288185,0.388202903,0.144053434,0.193548387,0
1.50678E-4,33.507944106,0.390802899,0.142358688,0.193548387,0
1.52137E-4,33.750332472,0.393719502,0.140763633,0.193548387,0
1.53281E-4,34.009968619,0.395995773,0.139068886,0.193548387,0
1.5504E-4,34.256530236,0.399480234,0.137473831,0.193548387,0
1.56546E-4,34.505919117,0.402448225,0.135878776,0.193548387,0
1.5804E-4,34.757777173,0.405376931,0.13428372,0.193548387,0
1.59595E-4,35.011785315,0.408410375,0.132688665,0.225806452,0
1.61269E-4,35.252236271,0.411658692,0.131193301,0.225806452,0
1.63415E-4,35.511988064,0.415797814,0.129598245,0.225806452,0
1.64921E-4,35.758441572,0.418684042,0.128102881,0.225806452,0
1.66777E-4,36.007529684,0.422222197,0.126607517,0.225806452,0
1.68578E-4,36.259307772,0.425634681,0.125112152,0.225806452,0
1.70409E-4,36.513661178,0.429084263,0.123616788,0.225806452,0
1.71407E-4,36.753215919,0.430954672,0.122221115,0.225806452,0
1.72952E-4,37.011627649,0.433839259,0.12072575,0.225806452,0
1.74237E-4,37.254685506,0.436228067,0.119330077,0.225806452,0
1.75793E-4,37.500031869,0.439105313,0.117934403,0.258064516,0
1.77547E-4,37.765180318,0.442330972,0.116439039,0.290322581,0
1.79649E-4,38.01519992,0.446175063,0.115043366,0.290322581,0
1.81009E-4,38.267757316,0.448646618,0.113647692,0.290322581,0
1.82942E-4,38.504772442,0.452140684,0.11235171,0.290322581,0
1.85319E-4,38.762226356,0.456407107,0.110956036,0.290322581,0
1.86431E-4,39.003853626,0.45839237,0.109660054,0.290322581,0
1.88063E-4,39.265979588,0.461292193,0.10826438,0.290322581,0
1.90878E-4,39.512891074,0.466256269,0.106968398,0.290322581,0
1.92615E-4,39.762276297,0.469297848,0.105672416,0.290322581,0
1.94046E-4,40.013788355,0.471789018,0.104376433,0.322580645,0
1.9621E-4,40.26763046,0.475535619,0.103080451,0.322580645,0
1.97839E-4,40.504275561,0.478338084,0.101884159,0.322580645,0
2.00418E-4,40.762998056,0.482744021,0.100588177,0.322580645,0
2.02893E-4,41.004719927,0.486938614,0.099391885,0.322580645,0
2.04885E-4,41.269487277,0.490289162,0.098095903,0.322580645,0
2.06862E-4,41.51661462,0.493593087,0.096899611,0.322580645,0
2.07877E-4,41.765388744,0.49528142,0.09570332,0.322580645,0
2.09545E-4,42.015953083,0.498042408,0.094507028,0.322580645,0
2.1155E-4,42.268875442,0.501342719,0.093310737,0.322580645,0
2.13182E-4,42.50250608,0.504011476,0.092214136,0.322580645,0
2.1555E-4,42.759859312,0.507859687,0.091017845,0.35483871,0
2.17337E-4,43.019672679,0.51074434,0.089821553,0.35483871,0
2.19448E-4,43.259950929,0.514129941,0.088724953,0.387096774,0
2.2239E-4,43.503057495,0.518807883,0.087628352,0.387096774,0
2.24452E-4,43.771237097,0.522061485,0.086432061,0.387096774,0
2.26654E-4,44.019560401,0.525509721,0.08533546,0.387096774,0
2.28812E-4,44.270507407,0.52886611,0.08423886,0.387096774,0
2.30429E-4,44.50029594,0.531364883,0.08324195,0.387096774,0
2.3138E-4,44.754295244,0.532829287,0.082145349,0.387096774,0
2.33248E-4,45.009907943,0.535690034,0.081048749,0.387096774,0
2.35547E-4,45.267993386,0.539188236,0.079952148,0.387096774,0
2.38749E-4,45.505164708,0.544016269,0.078955239,0.387096774,0
2.40037E-4,45.768709977,0.545943526,0.077858638,0.387096774,0
2.42691E-4,46.010388625,0.549890479,0.076861729,0.387096774,0
2.44382E-4,46.253867144,0.552386882,0.075864819,0.387096774,0
2.46494E-4,46.523951645,0.555485888,0.074768219,0.419354839,0
2.48731E-4,46.771650099,0.558745078,0.073771309,0.451612903,0
2.49838E-4,47.020832975,0.560348888,0.072774399,0.451612903,0
2.51835E-4,47.271824388,0.563226902,0.07177749,0.451612903,0
2.54202E-4,47.524395132,0.566613806,0.07078058,0.451612903,0
2.56491E-4,47.754247799,0.569864109,0.069883362,0.451612903,0
2.59449E-4,48.012338998,0.574029762,0.068886452,0.451612903,0
2.62041E-4,48.273481882,0.577645555,0.067889542,0.451612903,0
