Predictor variable,Categorical,Sample average
bio1,false,221.93333333333334
bio12,false,2317.266666666667
bio14,false,0.8666666666666667
bio15,false,111.73333333333333
bio17,false,30.866666666666667
bio18,false,724.2333333333333
bio19,false,38.4
bio2,false,0.0
bio3,false,45.43333333333333
